State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-02,Parts per billion,32.434783,49.0,18,46,Parts per million,0.014041999999999999,0.038,9,35,Parts per billion,1.6521740000000003,4.0,7,6.0,Parts per million,0.526087,1.5,19,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-02,Parts per billion,32.434783,49.0,18,46,Parts per million,0.014041999999999999,0.038,9,35,Parts per billion,1.6521740000000003,4.0,7,6.0,Parts per million,0.425,0.9,23,10.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-02,Parts per billion,32.434783,49.0,18,46,Parts per million,0.014041999999999999,0.038,9,35,Parts per billion,1.642857,3.3,8,,Parts per million,0.526087,1.5,19,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-02,Parts per billion,32.434783,49.0,18,46,Parts per million,0.014041999999999999,0.038,9,35,Parts per billion,1.642857,3.3,8,,Parts per million,0.425,0.9,23,10.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-03,Parts per billion,30.875,59.0,8,56,Parts per million,0.018000000000000002,0.038,10,35,Parts per billion,2.125,6.0,7,9.0,Parts per million,0.5375,1.9,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-03,Parts per billion,30.875,59.0,8,56,Parts per million,0.018000000000000002,0.038,10,35,Parts per billion,2.125,6.0,7,9.0,Parts per million,0.679167,1.2,1,14.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-03,Parts per billion,30.875,59.0,8,56,Parts per million,0.018000000000000002,0.038,10,35,Parts per billion,2.1,5.3,8,,Parts per million,0.5375,1.9,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-03,Parts per billion,30.875,59.0,8,56,Parts per million,0.018000000000000002,0.038,10,35,Parts per billion,2.1,5.3,8,,Parts per million,0.679167,1.2,1,14.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-04,Parts per billion,28.173913,47.0,6,44,Parts per million,0.016708,0.039,9,36,Parts per billion,1.434783,4.0,20,6.0,Parts per million,0.64375,1.5,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-04,Parts per billion,28.173913,47.0,6,44,Parts per million,0.016708,0.039,9,36,Parts per billion,1.434783,4.0,20,6.0,Parts per million,0.4,1.0,22,11.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-04,Parts per billion,28.173913,47.0,6,44,Parts per million,0.016708,0.039,9,36,Parts per billion,1.557143,3.3,23,,Parts per million,0.64375,1.5,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-04,Parts per billion,28.173913,47.0,6,44,Parts per million,0.016708,0.039,9,36,Parts per billion,1.557143,3.3,23,,Parts per million,0.4,1.0,22,11.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-05,Parts per billion,30.041666999999997,48.0,19,45,Parts per million,0.012792,0.033,10,31,Parts per billion,2.416667,5.0,20,7.0,Parts per million,1.094444,2.1,20,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-05,Parts per billion,30.041666999999997,48.0,19,45,Parts per million,0.012792,0.033,10,31,Parts per billion,2.416667,5.0,20,7.0,Parts per million,1.08,1.4,23,16.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-05,Parts per billion,30.041666999999997,48.0,19,45,Parts per million,0.012792,0.033,10,31,Parts per billion,2.4,4.6,23,,Parts per million,1.094444,2.1,20,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-05,Parts per billion,30.041666999999997,48.0,19,45,Parts per million,0.012792,0.033,10,31,Parts per billion,2.4,4.6,23,,Parts per million,1.08,1.4,23,16.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-06,Parts per billion,24.125,42.0,20,40,Parts per million,0.01375,0.03,10,28,Parts per billion,1.291667,4.0,0,6.0,Parts per million,0.427778,1.9,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-06,Parts per billion,24.125,42.0,20,40,Parts per million,0.01375,0.03,10,28,Parts per billion,1.291667,4.0,0,6.0,Parts per million,0.786667,1.6,1,18.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-06,Parts per billion,24.125,42.0,20,40,Parts per million,0.01375,0.03,10,28,Parts per billion,1.25,2.6,2,,Parts per million,0.427778,1.9,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-06,Parts per billion,24.125,42.0,20,40,Parts per million,0.01375,0.03,10,28,Parts per billion,1.25,2.6,2,,Parts per million,0.786667,1.6,1,18.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-07,Parts per billion,32.625,47.0,20,44,Parts per million,0.0095,0.024,10,22,Parts per billion,1.5,4.0,8,6.0,Parts per million,0.291667,0.8,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-07,Parts per billion,32.625,47.0,20,44,Parts per million,0.0095,0.024,10,22,Parts per billion,1.5,4.0,8,6.0,Parts per million,0.275,0.4,8,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-07,Parts per billion,32.625,47.0,20,44,Parts per million,0.0095,0.024,10,22,Parts per billion,1.475,2.6,8,,Parts per million,0.291667,0.8,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-07,Parts per billion,32.625,47.0,20,44,Parts per million,0.0095,0.024,10,22,Parts per billion,1.475,2.6,8,,Parts per million,0.275,0.4,8,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-08,Parts per billion,40.458333,49.0,19,46,Parts per million,0.006208,0.016,10,15,Parts per billion,2.625,5.0,10,7.0,Parts per million,0.629167,1.2,6,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-08,Parts per billion,40.458333,49.0,19,46,Parts per million,0.006208,0.016,10,15,Parts per billion,2.625,5.0,10,7.0,Parts per million,0.575,0.8,7,9.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-08,Parts per billion,40.458333,49.0,19,46,Parts per million,0.006208,0.016,10,15,Parts per billion,2.5875,4.6,11,,Parts per million,0.629167,1.2,6,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-08,Parts per billion,40.458333,49.0,19,46,Parts per million,0.006208,0.016,10,15,Parts per billion,2.5875,4.6,11,,Parts per million,0.575,0.8,7,9.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-09,Parts per billion,38.083333,61.0,20,58,Parts per million,0.007625,0.019,9,18,Parts per billion,2.375,7.0,21,10.0,Parts per million,0.620833,2.2,21,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-09,Parts per billion,38.083333,61.0,20,58,Parts per million,0.007625,0.019,9,18,Parts per billion,2.375,7.0,21,10.0,Parts per million,0.583333,1.1,23,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-09,Parts per billion,38.083333,61.0,20,58,Parts per million,0.007625,0.019,9,18,Parts per billion,2.3625,4.0,20,,Parts per million,0.620833,2.2,21,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-09,Parts per billion,38.083333,61.0,20,58,Parts per million,0.007625,0.019,9,18,Parts per billion,2.3625,4.0,20,,Parts per million,0.583333,1.1,23,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-10,Parts per billion,30.25,52.0,15,49,Parts per million,0.014667,0.038,20,35,Parts per billion,1.958333,5.0,15,7.0,Parts per million,0.325,1.3,15,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-10,Parts per billion,30.25,52.0,15,49,Parts per million,0.014667,0.038,20,35,Parts per billion,1.958333,5.0,15,7.0,Parts per million,0.454545,1.1,0,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-10,Parts per billion,30.25,52.0,15,49,Parts per million,0.014667,0.038,20,35,Parts per billion,1.9375,4.0,17,,Parts per million,0.325,1.3,15,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-10,Parts per billion,30.25,52.0,15,49,Parts per million,0.014667,0.038,20,35,Parts per billion,1.9375,4.0,17,,Parts per million,0.454545,1.1,0,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-11,Parts per billion,14.304348000000001,39.0,22,37,Parts per million,0.022375,0.037000000000000005,10,34,Parts per billion,0.304348,1.0,8,1.0,Parts per million,0.107143,0.5,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-11,Parts per billion,14.304348000000001,39.0,22,37,Parts per million,0.022375,0.037000000000000005,10,34,Parts per billion,0.304348,1.0,8,1.0,Parts per million,0.07142899999999999,0.2,22,2.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-11,Parts per billion,14.304348000000001,39.0,22,37,Parts per million,0.022375,0.037000000000000005,10,34,Parts per billion,0.28571399999999997,1.0,20,,Parts per million,0.107143,0.5,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-11,Parts per billion,14.304348000000001,39.0,22,37,Parts per million,0.022375,0.037000000000000005,10,34,Parts per billion,0.28571399999999997,1.0,20,,Parts per million,0.07142899999999999,0.2,22,2.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-12,Parts per billion,20.916667,37.0,0,35,Parts per million,0.016083,0.034,11,31,Parts per billion,0.791667,2.0,7,3.0,Parts per million,0.26363600000000004,0.8,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-12,Parts per billion,20.916667,37.0,0,35,Parts per million,0.016083,0.034,11,31,Parts per billion,0.791667,2.0,7,3.0,Parts per million,0.23333299999999998,0.4,2,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-12,Parts per billion,20.916667,37.0,0,35,Parts per million,0.016083,0.034,11,31,Parts per billion,0.775,1.3,8,,Parts per million,0.26363600000000004,0.8,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-12,Parts per billion,20.916667,37.0,0,35,Parts per million,0.016083,0.034,11,31,Parts per billion,0.775,1.3,8,,Parts per million,0.23333299999999998,0.4,2,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-13,Parts per billion,22.583333,41.0,21,39,Parts per million,0.015083000000000001,0.033,10,31,Parts per billion,1.5,5.0,12,7.0,Parts per million,0.341667,1.2,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-13,Parts per billion,22.583333,41.0,21,39,Parts per million,0.015083000000000001,0.033,10,31,Parts per billion,1.5,5.0,12,7.0,Parts per million,0.325,0.7,3,8.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-13,Parts per billion,22.583333,41.0,21,39,Parts per million,0.015083000000000001,0.033,10,31,Parts per billion,1.4875,3.0,14,,Parts per million,0.341667,1.2,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-13,Parts per billion,22.583333,41.0,21,39,Parts per million,0.015083000000000001,0.033,10,31,Parts per billion,1.4875,3.0,14,,Parts per million,0.325,0.7,3,8.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-14,Parts per billion,24.833333,38.0,20,36,Parts per million,0.012417000000000001,0.03,10,28,Parts per billion,0.875,2.0,7,3.0,Parts per million,0.2625,0.8,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-14,Parts per billion,24.833333,38.0,20,36,Parts per million,0.012417000000000001,0.03,10,28,Parts per billion,0.875,2.0,7,3.0,Parts per million,0.25,0.4,0,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-14,Parts per billion,24.833333,38.0,20,36,Parts per million,0.012417000000000001,0.03,10,28,Parts per billion,0.85,1.6,8,,Parts per million,0.2625,0.8,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-14,Parts per billion,24.833333,38.0,20,36,Parts per million,0.012417000000000001,0.03,10,28,Parts per billion,0.85,1.6,8,,Parts per million,0.25,0.4,0,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-15,Parts per billion,33.045455,46.0,7,43,Parts per million,0.012,0.031,10,29,Parts per billion,1.782609,6.0,7,9.0,Parts per million,0.508696,1.7,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-15,Parts per billion,33.045455,46.0,7,43,Parts per million,0.012,0.031,10,29,Parts per billion,1.782609,6.0,7,9.0,Parts per million,0.504167,0.8,8,9.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-15,Parts per billion,33.045455,46.0,7,43,Parts per million,0.012,0.031,10,29,Parts per billion,1.7428569999999999,5.0,8,,Parts per million,0.508696,1.7,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-15,Parts per billion,33.045455,46.0,7,43,Parts per million,0.012,0.031,10,29,Parts per billion,1.7428569999999999,5.0,8,,Parts per million,0.504167,0.8,8,9.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-16,Parts per billion,38.590909,54.0,8,51,Parts per million,0.005208,0.012,10,11,Parts per billion,3.125,8.0,9,11.0,Parts per million,0.8125,1.9,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-16,Parts per billion,38.590909,54.0,8,51,Parts per million,0.005208,0.012,10,11,Parts per billion,3.125,8.0,9,11.0,Parts per million,0.716667,1.1,8,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-16,Parts per billion,38.590909,54.0,8,51,Parts per million,0.005208,0.012,10,11,Parts per billion,3.0875,5.6,8,,Parts per million,0.8125,1.9,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-16,Parts per billion,38.590909,54.0,8,51,Parts per million,0.005208,0.012,10,11,Parts per billion,3.0875,5.6,8,,Parts per million,0.716667,1.1,8,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-17,Parts per billion,28.958333000000003,54.0,7,51,Parts per million,0.016083,0.033,10,31,Parts per billion,2.625,9.0,7,13.0,Parts per million,0.92381,2.8,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-17,Parts per billion,28.958333000000003,54.0,7,51,Parts per million,0.016083,0.033,10,31,Parts per billion,2.625,9.0,7,13.0,Parts per million,1.0375,1.8,8,20.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-17,Parts per billion,28.958333000000003,54.0,7,51,Parts per million,0.016083,0.033,10,31,Parts per billion,2.575,7.6,8,,Parts per million,0.92381,2.8,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-17,Parts per billion,28.958333000000003,54.0,7,51,Parts per million,0.016083,0.033,10,31,Parts per billion,2.575,7.6,8,,Parts per million,1.0375,1.8,8,20.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-18,Parts per billion,32.227273,54.0,20,51,Parts per million,0.012708,0.031,10,29,Parts per billion,2.608696,8.0,8,11.0,Parts per million,0.8739129999999999,2.4,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-18,Parts per billion,32.227273,54.0,20,51,Parts per million,0.012708,0.031,10,29,Parts per billion,2.608696,8.0,8,11.0,Parts per million,0.620833,1.5,23,17.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-18,Parts per billion,32.227273,54.0,20,51,Parts per million,0.012708,0.031,10,29,Parts per billion,2.157143,5.6,23,,Parts per million,0.8739129999999999,2.4,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-18,Parts per billion,32.227273,54.0,20,51,Parts per million,0.012708,0.031,10,29,Parts per billion,2.157143,5.6,23,,Parts per million,0.620833,1.5,23,17.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-19,Parts per billion,38.166667,57.0,19,54,Parts per million,0.011125,0.027999999999999997,10,26,Parts per billion,3.333333,6.0,0,9.0,Parts per million,1.2625,2.5,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-19,Parts per billion,38.166667,57.0,19,54,Parts per million,0.011125,0.027999999999999997,10,26,Parts per billion,3.333333,6.0,0,9.0,Parts per million,1.295833,2.1,2,24.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-19,Parts per billion,38.166667,57.0,19,54,Parts per million,0.011125,0.027999999999999997,10,26,Parts per billion,3.3125,5.3,23,,Parts per million,1.2625,2.5,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-19,Parts per billion,38.166667,57.0,19,54,Parts per million,0.011125,0.027999999999999997,10,26,Parts per billion,3.3125,5.3,23,,Parts per million,1.295833,2.1,2,24.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-20,Parts per billion,37.916667,53.0,20,50,Parts per million,0.0125,0.031,10,29,Parts per billion,2.666667,5.0,0,7.0,Parts per million,1.1625,2.5,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-20,Parts per billion,37.916667,53.0,20,50,Parts per million,0.0125,0.031,10,29,Parts per billion,2.666667,5.0,0,7.0,Parts per million,1.225,2.1,4,24.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-20,Parts per billion,37.916667,53.0,20,50,Parts per million,0.0125,0.031,10,29,Parts per billion,2.625,4.6,2,,Parts per million,1.1625,2.5,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-20,Parts per billion,37.916667,53.0,20,50,Parts per million,0.0125,0.031,10,29,Parts per billion,2.625,4.6,2,,Parts per million,1.225,2.1,4,24.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-21,Parts per billion,39.875,58.0,9,55,Parts per million,0.010542000000000001,0.027000000000000003,10,25,Parts per billion,3.125,7.0,8,10.0,Parts per million,1.020833,2.2,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-21,Parts per billion,39.875,58.0,9,55,Parts per million,0.010542000000000001,0.027000000000000003,10,25,Parts per billion,3.125,7.0,8,10.0,Parts per million,1.058333,1.6,3,18.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-21,Parts per billion,39.875,58.0,9,55,Parts per million,0.010542000000000001,0.027000000000000003,10,25,Parts per billion,3.1,5.6,8,,Parts per million,1.020833,2.2,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-21,Parts per billion,39.875,58.0,9,55,Parts per million,0.010542000000000001,0.027000000000000003,10,25,Parts per billion,3.1,5.6,8,,Parts per million,1.058333,1.6,3,18.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-22,Parts per billion,36.583333,58.0,19,55,Parts per million,0.011667,0.027999999999999997,9,26,Parts per billion,2.791667,5.0,1,7.0,Parts per million,0.95,1.8,20,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-22,Parts per billion,36.583333,58.0,19,55,Parts per million,0.011667,0.027999999999999997,9,26,Parts per billion,2.791667,5.0,1,7.0,Parts per million,0.904167,1.3,2,15.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-22,Parts per billion,36.583333,58.0,19,55,Parts per million,0.011667,0.027999999999999997,9,26,Parts per billion,2.775,5.0,23,,Parts per million,0.95,1.8,20,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-22,Parts per billion,36.583333,58.0,19,55,Parts per million,0.011667,0.027999999999999997,9,26,Parts per billion,2.775,5.0,23,,Parts per million,0.904167,1.3,2,15.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-23,Parts per billion,30.166666999999997,46.0,2,43,Parts per million,0.012542,0.027000000000000003,10,25,Parts per billion,2.208333,5.0,0,7.0,Parts per million,0.679167,1.8,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-23,Parts per billion,30.166666999999997,46.0,2,43,Parts per million,0.012542,0.027000000000000003,10,25,Parts per billion,2.208333,5.0,0,7.0,Parts per million,0.8,1.6,2,18.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-23,Parts per billion,30.166666999999997,46.0,2,43,Parts per million,0.012542,0.027000000000000003,10,25,Parts per billion,2.175,4.3,2,,Parts per million,0.679167,1.8,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-23,Parts per billion,30.166666999999997,46.0,2,43,Parts per million,0.012542,0.027000000000000003,10,25,Parts per billion,2.175,4.3,2,,Parts per million,0.8,1.6,2,18.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-24,Parts per billion,32.333333,51.0,12,48,Parts per million,0.003583,0.01,0,9,Parts per billion,2.25,4.0,12,6.0,Parts per million,0.625,1.3,12,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-24,Parts per billion,32.333333,51.0,12,48,Parts per million,0.003583,0.01,0,9,Parts per billion,2.25,4.0,12,6.0,Parts per million,0.604167,0.9,23,10.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-24,Parts per billion,32.333333,51.0,12,48,Parts per million,0.003583,0.01,0,9,Parts per billion,2.225,3.0,14,,Parts per million,0.625,1.3,12,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-24,Parts per billion,32.333333,51.0,12,48,Parts per million,0.003583,0.01,0,9,Parts per billion,2.225,3.0,14,,Parts per million,0.604167,0.9,23,10.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-25,Parts per billion,26.318182,36.0,18,34,Parts per million,0.004958,0.012,9,11,Parts per billion,2.043478,4.0,6,6.0,Parts per million,0.704348,1.5,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-25,Parts per billion,26.318182,36.0,18,34,Parts per million,0.004958,0.012,9,11,Parts per billion,2.043478,4.0,6,6.0,Parts per million,0.758333,1.1,9,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-25,Parts per billion,26.318182,36.0,18,34,Parts per million,0.004958,0.012,9,11,Parts per billion,1.842857,3.0,5,,Parts per million,0.704348,1.5,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-25,Parts per billion,26.318182,36.0,18,34,Parts per million,0.004958,0.012,9,11,Parts per billion,1.842857,3.0,5,,Parts per million,0.758333,1.1,9,13.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2013-01-26,Parts per billion,14.166667000000002,22.0,0,21,Parts per million,0.009082999999999999,0.016,11,15,Parts per billion,0.375,1.0,0,1.0,Parts per million,0.154167,0.3,0,
